Wavelength	Counts
771.0081	259.76289
771.3393	273.22097
771.6705	271.46557
772.0017	266.19937
772.3328	272.05071
772.6638	263.85883
772.9948	276.14664
773.3258	280.82771
773.6567	284.33852
773.9875	272.63584
774.3183	294.87093
774.6491	253.32642
774.9797	273.22097
775.3104	272.63584
775.641	264.44396
775.9715	270.2953
776.302	262.10343
776.6325	276.73178
776.9629	250.98588
777.2932	280.24258
777.6235	238.69807
777.9538	250.40075
778.2839	263.2737
778.6141	226.41026
778.9442	244.54941
779.2742	247.47508
779.6042	266.19937
779.9342	246.88995
780.264	280.82771
780.5939	266.7845
780.9237	239.28321
781.2534	255.08182
781.5831	249.81562
781.9127	246.30481
782.2423	267.36963
782.5719	250.40075
782.9014	257.42236
783.2308	248.06021
783.5602	270.88044
783.8895	300.72227
784.2188	264.44396
784.548	281.41285
784.8772	258.00749
785.2063	252.74129
785.5354	241.62374
785.8645	267.36963
786.1934	293.70066
786.5224	252.15615
786.8512	273.80611
787.1801	243.96428
787.5088	274.97638
787.8376	246.30481
788.1663	289.60472
788.4949	244.54941
788.8235	270.2953
789.152	269.12504
789.4805	265.61423
789.8089	268.5399
790.1372	293.11553
790.4656	253.32642
790.7938	265.61423
791.1221	276.73178
791.4502	279.65745
791.7783	256.83722
792.1064	243.96428
792.4344	269.71017
792.7624	249.23048
793.0903	236.35754
793.4182	262.68856
793.746	240.45347
794.0738	249.81562
794.4015	262.68856
794.7291	250.98588
795.0567	256.83722
795.3843	256.25209
795.7118	307.15874
796.0393	265.0291
796.3667	276.14664
796.694	236.94267
797.0213	255.08182
797.3486	250.40075
797.6758	270.2953
798.0029	270.88044
798.3301	238.11294
798.6571	290.77499
798.9841	278.48718
799.3111	291.36013
799.638	277.90205
799.9648	253.32642
800.2916	240.45347
800.6183	241.62374
800.945	258.00749
801.2717	256.25209
801.5983	253.91155
801.9248	277.90205
802.2513	262.68856
802.5777	231.09133
802.9041	249.23048
803.2305	249.23048
803.5568	265.0291
803.883	303.64794
804.2092	273.80611
804.5353	263.85883
804.8614	260.93316
805.1874	274.39124
805.5134	266.19937
805.8393	272.63584
806.1652	222.89946
806.491	258.59263
806.8168	270.88044
807.1425	276.73178
807.4682	250.98588
807.7938	261.5183
808.1194	262.68856
808.4449	274.97638
808.7704	269.12504
809.0958	270.88044
809.4212	249.23048
809.7465	252.15615
810.0718	276.14664
810.397	239.28321
810.7221	259.17776
811.0473	221.14405
811.3723	256.83722
811.6973	272.63584
812.0223	292.53039
812.3472	266.7845
812.672	263.2737
812.9968	279.07231
813.3216	274.39124
813.6463	261.5183
813.9709	262.68856
814.2955	259.76289
814.6201	260.93316
814.9446	262.10343
815.269	279.65745
815.5934	281.99798
815.9178	276.14664
816.2421	237.5278
816.5663	259.17776
816.8905	261.5183
817.2146	228.7508
817.5387	268.5399
817.8627	252.74129
818.1867	247.47508
818.5107	287.84932
818.8345	258.00749
819.1584	249.81562
819.4822	263.85883
819.8059	212.36705
820.1296	281.99798
820.4532	281.99798
820.7767	290.18986
821.1003	269.71017
821.4237	256.25209
821.7472	267.95477
822.0705	302.47767
822.3938	300.13713
822.7171	300.72227
823.0403	280.24258
823.3635	239.86834
